regionDNO,monthlyMean,Overall,unixTimestamp,Timestamp
10,21.49405529953917,27.06,1648656000,16:00 30-03-2022
10,21.49405529953917,27.06,1648657800,16:30 30-03-2022
10,21.49405529953917,27.06,1648659600,17:00 30-03-2022
10,21.49405529953917,27.06,1648661400,17:30 30-03-2022
10,21.49405529953917,27.06,1648663200,18:00 30-03-2022
10,21.49405529953917,27.06,1648665000,18:30 30-03-2022
10,21.49405529953917,11.67,1648666800,19:00 30-03-2022
10,21.49405529953917,27.06,1648742400,16:00 31-03-2022
10,21.49405529953917,27.06,1648744200,16:30 31-03-2022
10,21.49405529953917,27.06,1648746000,17:00 31-03-2022
10,21.49405529953917,27.06,1648747800,17:30 31-03-2022
10,21.49405529953917,27.06,1648749600,18:00 31-03-2022
10,21.49405529953917,27.06,1648751400,18:30 31-03-2022
10,21.49405529953917,11.67,1648753200,19:00 31-03-2022
10,16.78571428571429,20.68,1648828800,16:00 01-04-2022
10,16.78571428571429,20.68,1648830600,16:30 01-04-2022
10,16.78571428571429,20.68,1648832400,17:00 01-04-2022
10,16.78571428571429,20.68,1648834200,17:30 01-04-2022
10,16.78571428571429,20.68,1648836000,18:00 01-04-2022
10,16.78571428571429,20.68,1648837800,18:30 01-04-2022
10,16.78571428571429,10.94,1648839600,19:00 01-04-2022
10,16.78571428571429,11.0,1648915200,16:00 02-04-2022
10,16.78571428571429,11.0,1648917000,16:30 02-04-2022
10,16.78571428571429,11.0,1648918800,17:00 02-04-2022
10,16.78571428571429,11.0,1648920600,17:30 02-04-2022
10,16.78571428571429,11.0,1648922400,18:00 02-04-2022
10,16.78571428571429,11.0,1648924200,18:30 02-04-2022
10,16.78571428571429,10.62,1648926000,19:00 02-04-2022
10,16.78571428571429,11.0,1649001600,16:00 03-04-2022
10,16.78571428571429,11.0,1649003400,16:30 03-04-2022
10,16.78571428571429,11.0,1649005200,17:00 03-04-2022
10,16.78571428571429,11.0,1649007000,17:30 03-04-2022
10,16.78571428571429,11.0,1649008800,18:00 03-04-2022
10,16.78571428571429,11.0,1649010600,18:30 03-04-2022
10,16.78571428571429,10.62,1649012400,19:00 03-04-2022
10,16.78571428571429,20.68,1649088000,16:00 04-04-2022
10,16.78571428571429,20.68,1649089800,16:30 04-04-2022
10,16.78571428571429,20.68,1649091600,17:00 04-04-2022
10,16.78571428571429,20.68,1649093400,17:30 04-04-2022
10,16.78571428571429,20.68,1649095200,18:00 04-04-2022
10,16.78571428571429,20.68,1649097000,18:30 04-04-2022
10,16.78571428571429,10.94,1649098800,19:00 04-04-2022
10,16.78571428571429,20.68,1649174400,16:00 05-04-2022
10,16.78571428571429,20.68,1649176200,16:30 05-04-2022
10,16.78571428571429,20.68,1649178000,17:00 05-04-2022
10,16.78571428571429,20.68,1649179800,17:30 05-04-2022
10,16.78571428571429,20.68,1649181600,18:00 05-04-2022
10,16.78571428571429,20.68,1649183400,18:30 05-04-2022
10,16.78571428571429,10.94,1649185200,19:00 05-04-2022
10,16.78571428571429,20.68,1649260800,16:00 06-04-2022
10,16.78571428571429,20.68,1649262600,16:30 06-04-2022
10,16.78571428571429,20.68,1649264400,17:00 06-04-2022
10,16.78571428571429,20.68,1649266200,17:30 06-04-2022
10,16.78571428571429,20.68,1649268000,18:00 06-04-2022
10,16.78571428571429,20.68,1649269800,18:30 06-04-2022
10,16.78571428571429,10.94,1649271600,19:00 06-04-2022
10,16.78571428571429,20.68,1649347200,16:00 07-04-2022
10,16.78571428571429,20.68,1649349000,16:30 07-04-2022
10,16.78571428571429,20.68,1649350800,17:00 07-04-2022
10,16.78571428571429,20.68,1649352600,17:30 07-04-2022
10,16.78571428571429,20.68,1649354400,18:00 07-04-2022
10,16.78571428571429,20.68,1649356200,18:30 07-04-2022
